date,time,reporter_role,assigned_department,urgency,incident_description
2025-07-03,04:20 PM,Surgical Ward Sister-in-Charge,Supply Department,High,Two boxes of sterile gauze arrived damp from loading bay during heavy rain; sterility doubtful. Replace and quarantine lot.
2025-07-03,05:20 PM,OPD Registration Clerk,Human Resources,High,Humidity after the downpour caused fingerprint scanner misreads; five staff were auto-marked absent. Request HR to accept manual logs and correct duty hours.
2025-07-03,05:40 PM,Medical Officer - ETU,Housekeeping Department,High,"Resus corridor wet after trolley brought in rainwater. Please mop, disinfect, and place warning signs."
2025-07-03,05:55 PM,Surgical OPD Clinic Clerk,Reception,Medium,Patient ‘Perera A.’ was registered twice due to a spelling variance; two HNs created. Reception to merge records and correct demographics before clinic call-up.
2025-07-03,06:22 PM,Surgical Ward Clerk,Finance and Account,High,Private room discharge pending >24 hrs as consultant fee not posted to the bill. Please raise the fee note and close the account today.
2025-07-03,07:25 PM,Lab Manager,Transport,High,Urgent cooler run: CSF and blood cultures from ICU waiting; previous courier delayed by rain. Need transport with ice packs to Central Lab within 15 min.
2025-07-03,07:50 PM,MO-ETU,Quality Assurance department,High,Brief thunderstorm-related power flicker caused LIS downtime; two ETU samples were processed without applying downtime labels—traceability gap noted. QA review and staff retraining needed.
2025-07-03,07:55 AM,"Matron, Medical Wards",Human Resources,Medium,Heavy rain and flooded bus routes delayed multiple morning-shift nurses. Please authorize grace period and adjust attendance to prevent unfair ‘late’ penalties.
2025-07-03,08:05 AM,Stores Assistant,Dietary and Food Services,High,"Egg and yoghurt cartons wet at loading bay. Request segregation, inspection, and receiving SOP adjustment for wet weather."
2025-07-03,08:10 AM,Security Supervisor,Reception,High,Heavy morning rain drove crowds into the foyer; floor mats are soaked and slippery. Reception needs to redirect overflow to the OPD verandah and announce queue order to prevent slips.
2025-07-03,09:10 AM,Security Supervisor,Housekeeping Department,Critical,Heavy rain tracked into OPD entrance; mats are waterlogged and floor is slippery. Need dry mats and continuous mopping immediately.
2025-07-03,11:05 AM,Sister-in-Charge - Medical Ward,IT,High,Ward Wi-Fi down; eMAR tablets not syncing meds after thunder and heavy rain. Manual charting started.
2025-07-03,12:25 PM,Renal Unit Sister,Dietary and Food Services,Medium,Low-potassium lunch trays were 20 minutes late; dialysis schedule affected. Need hot-box backup and staggered delivery plan during storms.
2025-07-04,01:10 PM,Medical Ward 3 Staff Nurse,Dietary and Food Services,High,Diabetic tray had regular sago pudding with sugar syrup. Please review labelling controls for therapeutic diets on the tray line.
2025-07-04,06:40 AM,Theatre Sister - OT 2,Biomedical Engineering,High,"New anaesthesia workstation delivered last night; surgery list pending acceptance test and gas leak check. Need installation, calibration, and sign-off before 8:30."
2025-07-04,11:05 AM,Pharmacy In-Charge,Finance and Account,Medium,"Supplier invoice GRN posted twice, causing stock and ledger mismatch. Need Finance to reverse the duplicate and note for internal audit."
2025-07-05,06:20 AM,Sister-in-Charge - Paediatric Ward,Housekeeping Department,High,Short on cot sheets; last laundry batch returned slightly damp with musty odour. Need dry replacements and rewash.
2025-07-05,07:10 AM,Consultant Surgeon,IT,High,OT scheduling module not pulling today's theatre list; anaesthesia notes exist but not visible to surgeons.
2025-07-05,08:10 PM,"Senior Medical Officer, ETU",Human Resources,Critical,Locum MO rostered tonight; SLMC provisional registration copy not found in the credential file. Need urgent verification/clearance before allowing independent duty.
2025-07-05,09:35 AM,Patient Relations Officer,Quality Assurance department,Medium,OPD feedback forms available only in Sinhala today; Tamil/English not stocked. Noncompliance with patient communication standards and accreditation requirements.
2025-07-05,09:35 PM,House Officer - Medicine,Security,Medium,Intern doctor requests escort from Medical Ward to quarters. Unknown male seen loitering near the dark walkway by the mortuary.
2025-07-05,10:05 AM,Dialysis Unit Nurse,Transport,Medium,Wheelchair W13 brake not holding on dialysis slope; unsafe for patient movement. Replace immediately and take faulty unit for repair.
2025-07-05,11:03 AM,Physiotherapy Unit Clerk,Reception,Medium,Patients for physio were sent to old Block C. Reception desk script still shows the outdated location; please update directions and the lobby map.
2025-07-05,11:05 AM,OPD Pharmacist,Supply Department,Medium,Insulin vials (Actrapid) expiring 09/2025 found in OPD bin. Request redistribution to clinics/high-turnover units today.
2025-07-05,11:20 AM,Pharmacy In-Charge,Facility Management,High,"Main Pharmacy AC not cooling; RH above 70%, blister packs getting tacky. Please check AHU and return air dampers."
2025-07-06,09:18 AM,HR Officer,Finance and Account,High,July payroll draft missed ETU night shift allowances despite roster upload. Please correct pay codes before bank file submission.
2025-07-06,09:45 AM,F&B Manager,Dietary and Food Services,High,Ant trail observed near jaggery/sugar bins in dry store; lids not fully sealed. Request immediate deep clean and pest-control follow-up.
2025-07-06,11:05 AM,Senior Radiographer,Biomedical Engineering,Medium,DR panel battery not charging; dock shows solid red and panel powers off mid-exam. Please check charger contacts and cell health.
2025-07-07,01:15 PM,Infection Control Nurse,Dietary and Food Services,High,Cafeteria chicken curry at lunch measured 48°C on bain-marie. Reheat done; please document corrective action and verify holding temps.
2025-07-07,01:30 PM,Nursing Superintendent,Human Resources,High,BLS recertification cohort from Ward 12 could not arrive due to steady rain and road closures. Please reschedule and extend expiring cards to keep them compliant.
2025-07-07,02:14 PM,Theatre Matron,Finance and Account,Critical,Linen vendor halted supply citing 60+ day overdue invoice. Finance to release urgent part-payment or operations tomorrow will be affected.
2025-07-07,03:22 PM,Housekeeping Supervisor,Reception,Medium,"With steady rain, wet umbrellas are blocking the entrance line. Request reception to announce use of the umbrella rack and adjust queue ropes to keep pathways clear."
2025-07-07,03:48 PM,Paediatric Ward Nurse,Supply Department,High,Nebulizer masks (child size) on backorder; today’s delivery stalled in steady rain. Please arrange emergency local purchase or inter-ward borrow.
2025-07-07,03:55 PM,OPD Medical Officer,Biomedical Engineering,Medium,ECG machine prints very faint traces; thermal head seems misaligned and paper sticks in humid clinic. Please service and recalibrate print density.
2025-07-07,05:40 PM,Security Supervisor,Quality Assurance department,Medium,Main entrance coir mats saturated from continuous rain; no extra absorbent mats deployed. Two near-miss slips reported—please review monsoon entryway SOP compliance.
2025-07-07,06:05 PM,"Ward Sister, Surgical Ward 3",Human Resources,Medium,Night-shift nurses used tuk transport because of rain; current allowance policy is unclear for emergency shifts. Request HR guidance and approval for reimbursements.
2025-07-07,06:40 PM,Security Officer (Evening Shift),Facility Management,Critical,Basement near electrical room taking water with steady rain; sump pump not cutting in. Water within 2 cm of panel base.
2025-07-07,06:50 PM,Ambulance Crew Lead,Transport,High,Ambulance 06 oxygen cylinder bracket loose post-run; swap vehicle and send unit for immediate fix before night duty.
2025-07-07,06:55 PM,Catering Supervisor (Evening),Dietary and Food Services,High,Dish machine final rinse logging 70–72°C; cannot assure sanitization for supper trays. Activate manual sanitizing protocol and call maintenance.
2025-07-07,07:10 AM,Dialysis Unit Nurse,Biomedical Engineering,High,"Two HD machines displayed 'temp sensor fault' after brief power dip during rain; treatments delayed. Need inspection, electrical safety, and recalibration before next shift."
2025-07-07,07:10 PM,OPD Duty Clerk,Security,Medium,OPD lobby floor wet; crowd pressing in for files. Please place barricades and manage queue to prevent slips and disorder.
2025-07-07,08:15 PM,ETU Nursing Officer,Housekeeping Department,High,Muddy footprints mixed with body fluid near ETU triage. Immediate disinfectant cleaning and bin liner change required.
2025-07-07,09:05 AM,OPD Attendant,Facility Management,High,Roof sheet over OPD side entrance rattling in breeze; one screw missing. Risk to queueing patients.
2025-07-07,09:12 AM,ETU Medical Officer,Supply Department,Critical,0.9% NS 500 ml ran out at ETU; yesterday’s issue note missed. Need immediate transfer from Main Stores despite rain delays.
2025-07-07,09:15 AM,OPD Manager,IT,High,OPD entrance token kiosk shows 'Network unreachable'; rainwater seen near floor box. Crowd building.
2025-07-07,09:30 AM,ETU Sister-in-Charge,Transport,High,Slippery ambulance bay during rain; incoming trauma needs stretcher handover to ETU. Require extra porters and transfer board at bay.
2025-07-07,10:05 AM,Hospital Administrator (On Duty),Housekeeping Department,High,Main lobby entrance rugs saturated due to steady rain; slip risk for visitors. Kindly replace with dry rugs and assign roving mopping.
2025-07-07,10:05 AM,Parking Attendant,Security,High,Two-wheeler rider arguing and blocking the ambulance route near Gate 2 due to rain parking. Requires de-escalation and removal from lane.
2025-07-07,10:15 AM,CSSD Manager,Quality Assurance department,High,Seven instrument sets found damp on opening post-sterilization; steady rain and high humidity reported. Sets quarantined—request QA audit of cycle parameters and storage conditions.
2025-07-07,10:47 AM,Insurance Claims Officer,Finance and Account,High,Agrahara OPD claims for 5–6 July couldn’t dispatch due to steady rain; courier declined pickup. Need approval for alternate courier and note late submission.
2025-07-08,01:33 PM,Radiology Receptionist,Finance and Account,Medium,Corporate client (ABC Garments) billed as cash by mistake. Please reclassify to corporate A/R and issue credit note to the patient.
2025-07-08,03:30 PM,Infection Control Nurse,Housekeeping Department,Critical,Terminal clean needed for Isolation Room 2 post C. diff discharge. Use sporicidal protocol and change curtains.
2025-07-08,09:47 AM,Consultant ENT,Reception,Medium,Review-only clinic patients were queued at general registration. Reception should fast-track per the pre-printed clinic list; delay now 45 minutes.
2025-07-08,10:25 AM,Obstetrics Registrar,Human Resources,Medium,Staff nurse requesting maternity leave transferred from Provincial Hospital last month. Need HR to merge service record and confirm correct leave entitlement dates.
2025-07-08,11:05 AM,Paediatric Ward Dietitian,Dietary and Food Services,Critical,Tray for child with severe peanut allergy included pol sambol from grinder used earlier for peanuts. Intercepted; enforce allergen controls and utensil color-coding.
2025-07-08,11:22 AM,Pharmacy Dispenser,Security,High,Controlled drug cupboard keys not returned after ward round. Need immediate security presence at Pharmacy and CCTV check on corridor.
